season,checkpoint,team_id,player_id,player_name,age,throws_bats,position,role,proj_pa,proj_ip,steamer_war,zips_war,dc_war,xwoba,barrel_pct,hard_hit_pct,exit_velocity,chase_pct,stuff_plus,location_plus,framing_runs,def_runs,injury_risk
2010,opening_day,ARI,ARI2010o23,ARI Player 23,24.7085,R/L,RP3,reliever,0.0000,61.0049,0.8609,0.7577,1.0773,0.0000,0.0000,0.0000,0.0000,0.0000,113.3412,94.8675,0.0000,0.0000,0.2540
2010,opening_day,ARI,ARI2010o24,ARI Player 24,26.7517,L/R,RP4,reliever,0.0000,47.7691,1.5397,1.0648,1.0027,0.0000,0.0000,0.0000,0.0000,0.0000,113.8640,107.0540,0.0000,0.0000,0.1460
2010,opening_day,ARI,ARI2010o25,ARI Player 25,29.4380,L/L,RP5,reliever,0.0000,75.3406,0.7244,1.4807,0.5174,0.0000,0.0000,0.0000,0.0000,0.0000,95.2732,102.1399,0.0000,0.0000,0.0514
2010,opening_day,ARI,ARI2010o26,ARI Player 26,31.0478,R/L,RP6,reliever,0.0000,64.4563,0.7289,0.9187,0.7733,0.0000,0.0000,0.0000,0.0000,0.0000,101.3634,100.5788,0.0000,0.0000,0.0514
2010,opening_day,ARI,ARI2010o27,ARI Player 27,31.5084,S/R,RP7,reliever,0.0000,65.1617,0.2577,0.4139,0.4673,0.0000,0.0000,0.0000,0.0000,0.0000,101.5608,102.9793,0.0000,0.0000,0.2834
2010,opening_day,ARI,ARI2010o28,ARI Player 28,26.7618,S/R,RP8,reliever,0.0000,48.4094,0.6912,0.8535,0.8027,0.0000,0.0000,0.0000,0.0000,0.0000,92.6546,89.6587,0.0000,0.0000,0.1361
2010,opening_day,ARI,ARI2010o29,ARI Player 29,29.0116,L/R,RP9,reliever,0.0000,54.4436,0.3655,0.2558,0.4244,0.0000,0.0000,0.0000,0.0000,0.0000,113.7985,97.0304,0.0000,0.0000,0.2627
2010,opening_day,ARI,ARI2010o30,ARI Player 30,23.2176,L/R,CALL,callup,174.7833,0.0000,0.2293,0.3130,0.3357,0.3045,10.1356,43.6490,90.2263,26.6056,0.0000,0.0000,0.0000,4.8498,0.0788
2010,opening_day,ARI,ARI2010o31,ARI Player 31,28.2782,S/R,CALL,callup,90.7994,0.0000,-0.0491,-0.1293,0.0764,0.3508,10.1124,37.4123,89.9490,21.9153,0.0000,0.0000,0.0000,8.4314,0.0499
2010,opening_day,ARI,ARI2010o32,ARI Player 32,27.7666,L/L,CALL,callup,163.7301,0.0000,0.0329,0.2266,-0.1593,0.3206,8.9670,48.2619,90.9598,28.6975,0.0000,0.0000,0.0000,-0.7484,0.0959
2010,opening_day,ARI,ARI2010o33,ARI Player 33,29.2743,L/L,CALL,callup,163.2642,0.0000,0.2019,0.2235,0.2946,0.2933,10.2883,40.1030,90.0051,31.1972,0.0000,0.0000,0.0000,0.4429,0.0633
2010,opening_day,ATL,ATL2010o01,ATL Player 01,25.8220,S/R,C,position_player,653.4991,0.0000,2.5428,2.3161,2.4902,0.3147,10.1340,44.1747,89.5465,27.9175,0.0000,0.0000,0.8523,-0.5156,0.1079
2010,opening_day,ATL,ATL2010o02,ATL Player 02,27.8111,R/L,1B,position_player,505.2484,0.0000,1.9240,2.2288,1.6975,0.3552,6.0223,48.5786,90.9955,25.5844,0.0000,0.0000,0.0000,2.3708,0.0553
2010,opening_day,ATL,ATL2010o03,ATL Player 03,31.3271,R/L,2B,position_player,463.0543,0.0000,1.7794,1.9889,2.2670,0.3529,8.3828,39.0454,87.6087,30.4477,0.0000,0.0000,0.0000,1.3408,0.0760
2010,opening_day,ATL,ATL2010o04,ATL Player 04,26.2245,L/L,3B,position_player,430.2044,0.0000,1.9414,1.9079,1.6078,0.3450,16.6446,45.6373,91.4071,31.3166,0.0000,0.0000,0.0000,-0.6626,0.1529
2010,opening_day,ATL,ATL2010o05,ATL Player 05,27.8169,R/L,SS,position_player,676.1319,0.0000,2.1307,2.4333,1.9199,0.3866,11.0959,42.8725,86.3900,22.9264,0.0000,0.0000,0.0000,-3.4807,0.0252
2010,opening_day,ATL,ATL2010o06,ATL Player 06,21.2924,L/L,LF,position_player,519.1500,0.0000,1.4558,1.5178,1.8306,0.3376,12.1340,49.7321,89.4394,23.3984,0.0000,0.0000,0.0000,1.0208,0.0228
2010,opening_day,ATL,ATL2010o07,ATL Player 07,32.3885,R/L,CF,position_player,633.1409,0.0000,2.0810,1.4909,1.8040,0.3264,12.2367,41.5892,91.4464,32.4136,0.0000,0.0000,0.0000,-2.3324,0.0100
2010,opening_day,ATL,ATL2010o08,ATL Player 08,31.0191,R/L,RF,position_player,457.0110,0.0000,0.7668,0.8731,0.5527,0.3596,10.1404,38.1854,89.5540,27.6831,0.0000,0.0000,0.0000,-2.7281,0.0861
2010,opening_day,ATL,ATL2010o09,ATL Player 09,28.6261,S/R,DH,position_player,590.9483,0.0000,1.1492,1.4018,1.1532,0.3618,6.5815,47.0339,88.3014,28.5822,0.0000,0.0000,0.0000,0.0106,0.1161
2010,opening_day,ATL,ATL2010o10,ATL Player 10,27.5645,L/R,OF,bench,253.3595,0.0000,0.7223,0.4023,0.6659,0.3087,17.2292,45.6281,87.6653,28.0391,0.0000,0.0000,0.0000,-8.6574,0.0438
2010,opening_day,ATL,ATL2010o11,ATL Player 11,29.6421,S/R,IF,bench,120.0000,0.0000,0.7834,0.6638,0.4230,0.2819,7.5480,29.8826,88.8070,31.4953,0.0000,0.0000,0.0000,2.1281,0.0483
2010,opening_day,ATL,ATL2010o12,ATL Player 12,26.6193,L/R,C,bench,204.6265,0.0000,0.3158,0.8431,0.9325,0.3542,11.7245,31.3243,93.2153,30.4789,0.0000,0.0000,0.4480,-2.0586,0.0696
2010,opening_day,ATL,ATL2010o13,ATL Player 13,29.4423,R/R,UT,bench,488.9530,0.0000,0.4623,0.2718,0.3209,0.3768,11.5718,35.8415,90.3421,30.0911,0.0000,0.0000,0.0000,-5.5234,0.0606
2010,opening_day,ATL,ATL2010o14,ATL Player 14,29.4728,R/L,SP1,starter,0.0000,45.0000,0.1337,-0.3253,-0.0489,0.0000,0.0000,0.0000,0.0000,0.0000,92.4498,87.8043,0.0000,0.0000,0.0570
2010,opening_day,ATL,ATL2010o15,ATL Player 15,30.1628,R/R,SP2,starter,0.0000,45.0000,0.2945,-0.0706,0.1826,0.0000,0.0000,0.0000,0.0000,0.0000,93.0034,96.7842,0.0000,0.0000,0.1716
2010,opening_day,ATL,ATL2010o16,ATL Player 16,28.5569,R/L,SP3,starter,0.0000,45.0000,0.4139,0.3216,0.0593,0.0000,0.0000,0.0000,0.0000,0.0000,100.5080,98.4536,0.0000,0.0000,0.1529
2010,opening_day,ATL,ATL2010o17,ATL Player 17,28.9454,R/R,SP4,starter,0.0000,45.0000,-0.2551,-0.3255,0.2697,0.0000,0.0000,0.0000,0.0000,0.0000,105.0466,103.9271,0.0000,0.0000,0.1353
2010,opening_day,ATL,ATL2010o18,ATL Player 18,30.0843,L/L,SP5,starter,0.0000,45.0000,0.1636,0.2400,0.1809,0.0000,0.0000,0.0000,0.0000,0.0000,99.0329,97.2499,0.0000,0.0000,0.0731
2010,opening_day,ATL,ATL2010o19,ATL Player 19,26.2436,L/L,SP6,starter,0.0000,45.0000,-0.1610,0.2097,0.0320,0.0000,0.0000,0.0000,0.0000,0.0000,97.1561,106.8551,0.0000,0.0000,0.0100
2010,opening_day,ATL,ATL2010o20,ATL Player 20,29.8682,R/L,SP7,starter,0.0000,45.0000,-0.5592,-1.0524,-0.8032,0.0000,0.0000,0.0000,0.0000,0.0000,100.5175,109.8627,0.0000,0.0000,0.2014
2010,opening_day,ATL,ATL2010o21,ATL Player 21,31.7495,R/L,RP1,reliever,0.0000,50.4222,0.6017,0.9399,0.6202,0.0000,0.0000,0.0000,0.0000,0.0000,111.9405,100.9677,0.0000,0.0000,0.0100
2010,opening_day,ATL,ATL2010o22,ATL Player 22,28.1880,S/R,RP2,reliever,0.0000,59.2049,0.6213,0.7362,0.9529,0.0000,0.0000,0.0000,0.0000,0.0000,106.9271,103.7459,0.0000,0.0000,0.0115
2010,opening_day,ATL,ATL2010o23,ATL Player 23,27.9919,S/R,RP3,reliever,0.0000,60.8381,0.5790,0.8648,0.8441,0.0000,0.0000,0.0000,0.0000,0.0000,106.0645,89.1125,0.0000,0.0000,0.0109
2010,opening_day,ATL,ATL2010o24,ATL Player 24,25.2331,L/R,RP4,reliever,0.0000,75.0891,0.8334,0.8925,0.8356,0.0000,0.0000,0.0000,0.0000,0.0000,93.5316,111.4704,0.0000,0.0000,0.0100
2010,opening_day,ATL,ATL2010o25,ATL Player 25,26.2473,R/L,RP5,reliever,0.0000,70.4018,0.7643,0.5188,0.7356,0.0000,0.0000,0.0000,0.0000,0.0000,106.1146,98.2376,0.0000,0.0000,0.0632
2010,opening_day,ATL,ATL2010o26,ATL Player 26,32.2163,L/L,RP6,reliever,0.0000,55.8851,0.4179,0.4874,0.5455,0.0000,0.0000,0.0000,0.0000,0.0000,97.5875,97.2639,0.0000,0.0000,0.1817
2010,opening_day,ATL,ATL2010o27,ATL Player 27,27.0629,S/R,RP7,reliever,0.0000,54.0101,0.6888,0.5145,0.3194,0.0000,0.0000,0.0000,0.0000,0.0000,97.9173,113.1019,0.0000,0.0000,0.0100
2010,opening_day,ATL,ATL2010o28,ATL Player 28,24.7299,R/L,RP8,reliever,0.0000,28.9547,0.0940,0.5323,0.3991,0.0000,0.0000,0.0000,0.0000,0.0000,88.8263,101.2512,0.0000,0.0000,0.0765
2010,opening_day,ATL,ATL2010o29,ATL Player 29,31.3604,R/R,RP9,reliever,0.0000,63.2247,0.9592,1.0638,0.8036,0.0000,0.0000,0.0000,0.0000,0.0000,109.1131,109.0272,0.0000,0.0000,0.0502
2010,opening_day,ATL,ATL2010o30,ATL Player 30,30.9903,S/R,CALL,callup,94.4657,0.0000,-0.1400,0.0164,0.1078,0.2912,10.0086,40.0077,89.7034,30.3080,0.0000,0.0000,0.0000,4.7097,0.0223
2010,opening_day,ATL,ATL2010o31,ATL Player 31,32.5287,S/R,CALL,callup,114.3331,0.0000,0.1484,0.6221,0.3358,0.3203,5.7037,32.1451,87.1698,24.4274,0.0000,0.0000,0.0000,-2.8764,0.0727
2010,opening_day,ATL,ATL2010o32,ATL Player 32,25.8409,R/R,CALL,callup,162.2179,0.0000,0.1228,-0.0590,0.0068,0.3314,6.1730,40.6007,90.3014,24.7272,0.0000,0.0000,0.0000,-0.0882,0.0982
2010,opening_day,ATL,ATL2010o33,ATL Player 33,23.7661,R/R,CALL,callup,110.6509,0.0000,-0.1582,0.0237,0.1920,0.3365,9.3603,41.7913,90.2403,38.3583,0.0000,0.0000,0.0000,-3.2168,0.1714
2010,opening_day,BAL,BAL2010o01,BAL Player 01,29.7960,L/R,C,position_player,569.8008,0.0000,1.0567,1.3022,1.0431,0.3364,4.5401,47.9639,87.7667,30.0121,0.0000,0.0000,-1.0849,-1.8243,0.3910
2010,opening_day,BAL,BAL2010o02,BAL Player 02,22.8280,R/L,1B,position_player,505.7655,0.0000,1.4925,1.5049,1.8217,0.2804,9.2088,43.1043,88.4739,30.6537,0.0000,0.0000,0.0000,5.6456,0.2540
2010,opening_day,BAL,BAL2010o03,BAL Player 03,28.8699,R/R,2B,position_player,606.8183,0.0000,1.2474,1.4153,1.0317,0.3212,9.9188,38.2762,90.3616,29.8241,0.0000,0.0000,0.0000,-1.4721,0.3319
2010,opening_day,BAL,BAL2010o04,BAL Player 04,25.1110,L/R,3B,position_player,552.9167,0.0000,0.9591,1.2982,0.8699,0.3777,7.1374,36.0300,92.4765,28.5549,0.0000,0.0000,0.0000,2.9567,0.3331
2010,opening_day,BAL,BAL2010o05,BAL Player 05,26.4429,L/L,SS,position_player,433.8106,0.0000,1.3826,1.1760,1.0504,0.3661,13.9409,47.6868,89.1308,35.6109,0.0000,0.0000,0.0000,1.6718,0.3686
2010,opening_day,BAL,BAL2010o06,BAL Player 06,24.1098,L/L,LF,position_player,602.2560,0.0000,0.3671,0.3765,0.1514,0.3185,9.3300,36.6200,88.8258,25.8983,0.0000,0.0000,0.0000,0.4158,0.3807
2010,opening_day,BAL,BAL2010o07,BAL Player 07,25.9995,L/R,CF,position_player,545.9395,0.0000,1.2891,1.1159,1.4130,0.3133,10.7684,38.5747,90.0562,33.3342,0.0000,0.0000,0.0000,6.4970,0.3030
2010,opening_day,BAL,BAL2010o08,BAL Player 08,30.4246,L/R,RF,position_player,616.6909,0.0000,0.3268,0.0642,0.4291,0.3006,3.5658,35.6724,88.9073,25.3910,0.0000,0.0000,0.0000,-0.7025,0.3593
2010,opening_day,BAL,BAL2010o09,BAL Player 09,23.3015,L/L,DH,position_player,477.4929,0.0000,0.7034,0.6069,0.8670,0.3239,5.3656,35.9280,89.7881,37.7932,0.0000,0.0000,0.0000,6.6293,0.2719
2010,opening_day,BAL,BAL2010o10,BAL Player 10,28.8049,R/L,OF,bench,347.4886,0.0000,0.7201,0.6024,0.2854,0.3513,5.8020,39.2099,90.2112,24.5092,0.0000,0.0000,0.0000,1.7668,0.2998
2010,opening_day,BAL,BAL2010o11,BAL Player 11,30.8716,L/R,IF,bench,367.7319,0.0000,-0.2712,-0.1136,-0.2921,0.3339,6.0639,40.0775,89.3804,27.9591,0.0000,0.0000,0.0000,3.2451,0.3864
2010,opening_day,BAL,BAL2010o12,BAL Player 12,22.8297,L/R,C,bench,329.7914,0.0000,0.2854,0.7301,0.3365,0.3485,7.4855,41.2563,91.4580,23.9630,0.0000,0.0000,-2.6754,3.5779,0.5632
2010,opening_day,BAL,BAL2010o13,BAL Player 13,27.9049,L/R,UT,bench,204.7903,0.0000,0.0073,-0.2087,0.1691,0.3762,7.1382,41.8193,87.9368,34.4443,0.0000,0.0000,0.0000,4.2336,0.3060
2010,opening_day,BAL,BAL2010o14,BAL Player 14,35.3688,S/R,SP1,starter,0.0000,45.0000,0.2459,-0.1023,0.0446,0.0000,0.0000,0.0000,0.0000,0.0000,114.2930,100.1261,0.0000,0.0000,0.3062
2010,opening_day,BAL,BAL2010o15,BAL Player 15,26.6355,S/R,SP2,starter,0.0000,45.0000,-0.1914,-0.2005,-0.1571,0.0000,0.0000,0.0000,0.0000,0.0000,95.7930,106.0324,0.0000,0.0000,0.2962
2010,opening_day,BAL,BAL2010o16,BAL Player 16,30.8919,R/R,SP3,starter,0.0000,45.0000,0.0699,0.2928,0.3546,0.0000,0.0000,0.0000,0.0000,0.0000,87.7661,93.8594,0.0000,0.0000,0.3325
2010,opening_day,BAL,BAL2010o17,BAL Player 17,23.4167,R/R,SP4,starter,0.0000,45.0000,0.0684,0.1459,0.2264,0.0000,0.0000,0.0000,0.0000,0.0000,101.3335,100.8997,0.0000,0.0000,0.4313
2010,opening_day,BAL,BAL2010o18,BAL Player 18,31.7492,R/L,SP5,starter,0.0000,45.0000,-0.2248,-0.0509,-0.2443,0.0000,0.0000,0.0000,0.0000,0.0000,98.2079,96.8809,0.0000,0.0000,0.3240
2010,opening_day,BAL,BAL2010o19,BAL Player 19,30.9638,R/L,SP6,starter,0.0000,45.0000,0.3701,0.1458,0.1434,0.0000,0.0000,0.0000,0.0000,0.0000,102.1790,93.1879,0.0000,0.0000,0.4180
2010,opening_day,BAL,BAL2010o20,BAL Player 20,26.0498,R/L,SP7,starter,0.0000,45.0000,0.3724,0.4641,0.0702,0.0000,0.0000,0.0000,0.0000,0.0000,97.9268,97.2584,0.0000,0.0000,0.2198
2010,opening_day,BAL,BAL2010o21,BAL Player 21,30.0391,R/R,RP1,reliever,0.0000,59.4218,0.8549,0.6022,0.4048,0.0000,0.0000,0.0000,0.0000,0.0000,101.0592,107.3819,0.0000,0.0000,0.3804
2010,opening_day,BAL,BAL2010o22,BAL Player 22,27.5006,L/L,RP2,reliever,0.0000,64.5102,0.6281,0.2595,0.3815,0.0000,0.0000,0.0000,0.0000,0.0000,88.3179,109.4510,0.0000,0.0000,0.3598
2010,opening_day,BAL,BAL2010o23,BAL Player 23,23.2091,L/R,RP3,reliever,0.0000,64.2389,0.2056,0.5276,0.2887,0.0000,0.0000,0.0000,0.0000,0.0000,111.4420,108.4468,0.0000,0.0000,0.2712
2010,opening_day,BAL,BAL2010o24,BAL Player 24,27.2459,L/L,RP4,reliever,0.0000,63.3405,0.2730,0.1082,0.2778,0.0000,0.0000,0.0000,0.0000,0.0000,106.8771,96.4777,0.0000,0.0000,0.3981
2010,opening_day,BAL,BAL2010o25,BAL Player 25,25.6001,R/L,RP5,reliever,0.0000,80.2008,0.3325,0.0473,0.3172,0.0000,0.0000,0.0000,0.0000,0.0000,101.4629,96.7334,0.0000,0.0000,0.3405
2010,opening_day,BAL,BAL2010o26,BAL Player 26,30.6536,L/R,RP6,reliever,0.0000,67.1751,0.4299,0.7509,0.5955,0.0000,0.0000,0.0000,0.0000,0.0000,92.8615,105.2016,0.0000,0.0000,0.2304
2010,opening_day,BAL,BAL2010o27,BAL Player 27,31.3054,R/R,RP7,reliever,0.0000,80.4028,0.2791,0.2604,0.3936,0.0000,0.0000,0.0000,0.0000,0.0000,95.0461,103.7354,0.0000,0.0000,0.4740
2010,opening_day,BAL,BAL2010o28,BAL Player 28,27.0359,S/R,RP8,reliever,0.0000,63.6782,-0.1323,0.1129,0.5571,0.0000,0.0000,0.0000,0.0000,0.0000,104.7549,92.4868,0.0000,0.0000,0.3713
2010,opening_day,BAL,BAL2010o29,BAL Player 29,28.0481,L/L,RP9,reliever,0.0000,43.7064,0.5673,0.3073,0.5301,0.0000,0.0000,0.0000,0.0000,0.0000,128.0000,100.5344,0.0000,0.0000,0.4988
2010,opening_day,BAL,BAL2010o30,BAL Player 30,32.6529,R/L,CALL,callup,113.1482,0.0000,-0.5289,-0.7567,-1.0034,0.2548,8.6225,43.6137,87.3898,26.2647,0.0000,0.0000,0.0000,4.8307,0.4133
2010,opening_day,BAL,BAL2010o31,BAL Player 31,24.6464,S/R,CALL,callup,164.7707,0.0000,-0.3027,-0.3426,-0.1931,0.3038,8.3580,35.0360,86.8687,28.6407,0.0000,0.0000,0.0000,3.1126,0.2337
2010,opening_day,BAL,BAL2010o32,BAL Player 32,26.2938,S/R,CALL,callup,256.3304,0.0000,0.0397,0.1170,-0.3594,0.3104,7.9952,37.1351,91.1190,32.4694,0.0000,0.0000,0.0000,5.9899,0.3307
2010,opening_day,BAL,BAL2010o33,BAL Player 33,32.4365,R/R,CALL,callup,167.8639,0.0000,-0.1307,-0.2765,-0.2927,0.3381,9.7386,41.1267,90.1677,22.2710,0.0000,0.0000,0.0000,3.9737,0.3230
2010,opening_day,BOS,BOS2010o01,BOS Player 01,28.4853,R/L,C,position_player,386.6489,0.0000,3.5004,3.4115,2.9268,0.3605,10.0243,45.3475,88.7833,22.5718,0.0000,0.0000,-6.5166,2.9363,0.3499
2010,opening_day,BOS,BOS2010o02,BOS Player 02,28.7661,S/R,1B,position_player,594.1674,0.0000,2.8563,3.1560,2.9259,0.3728,8.7125,47.2211,94.3717,22.9246,0.0000,0.0000,0.0000,-2.0858,0.2030
2010,opening_day,BOS,BOS2010o03,BOS Player 03,25.3902,S/R,2B,position_player,690.0000,0.0000,3.0422,3.2419,2.9764,0.3342,7.8054,43.8317,91.1780,29.1032,0.0000,0.0000,0.0000,-3.8159,0.2873
2010,opening_day,BOS,BOS2010o04,BOS Player 04,34.2121,L/L,3B,position_player,690.0000,0.0000,2.6628,2.5803,2.8587,0.3354,13.3571,55.4298,89.2144,23.6675,0.0000,0.0000,0.0000,0.6976,0.1875
2010,opening_day,BOS,BOS2010o05,BOS Player 05,26.6833,S/R,SS,position_player,606.2988,0.0000,2.0379,1.6325,2.2329,0.3473,15.0451,45.0779,94.8627,30.1036,0.0000,0.0000,0.0000,-7.1720,0.1737
2010,opening_day,BOS,BOS2010o06,BOS Player 06,24.7706,R/L,LF,position_player,448.8472,0.0000,2.5572,2.3979,2.1947,0.3477,10.3664,36.3548,89.5843,30.4989,0.0000,0.0000,0.0000,-1.2667,0.2670
2010,opening_day,BOS,BOS2010o07,BOS Player 07,28.6792,S/R,CF,position_player,593.0930,0.0000,1.0634,1.1872,1.3202,0.3246,5.7623,38.2629,90.7974,29.1934,0.0000,0.0000,0.0000,-4.2505,0.3476
2010,opening_day,BOS,BOS2010o08,BOS Player 08,39.0000,R/L,RF,position_player,481.0265,0.0000,2.4105,2.5735,2.5094,0.3734,6.8485,38.5275,91.2009,32.8036,0.0000,0.0000,0.0000,-1.7477,0.1119
2010,opening_day,BOS,BOS2010o09,BOS Player 09,26.6576,R/L,DH,position_player,579.8580,0.0000,1.1087,1.3942,1.3560,0.3054,6.6559,43.3561,89.1286,24.5493,0.0000,0.0000,0.0000,4.0747,0.2597
2010,opening_day,BOS,BOS2010o10,BOS Player 10,24.3821,R/L,OF,bench,251.7167,0.0000,1.0950,1.1610,0.9788,0.3676,6.5154,35.8249,90.0514,34.6212,0.0000,0.0000,0.0000,2.7726,0.0920
2010,opening_day,BOS,BOS2010o11,BOS Player 11,29.0996,S/R,IF,bench,354.1548,0.0000,0.5726,0.6409,0.9839,0.2816,6.9970,41.3717,89.4264,29.8342,0.0000,0.0000,0.0000,-3.2093,0.2584
2010,opening_day,BOS,BOS2010o12,BOS Player 12,24.0053,R/R,C,bench,210.2157,0.0000,1.2416,1.2597,1.5674,0.3018,8.1237,36.7963,87.9418,22.0001,0.0000,0.0000,-9.5661,-1.0188,0.1455
2010,opening_day,BOS,BOS2010o13,BOS Player 13,32.0243,R/R,UT,bench,323.9835,0.0000,0.6123,0.5832,0.8309,0.3221,7.8076,44.6830,88.4571,23.9360,0.0000,0.0000,0.0000,1.6887,0.1841
2010,opening_day,BOS,BOS2010o14,BOS Player 14,36.8732,R/R,SP1,starter,0.0000,45.0000,-0.2813,-0.4282,-0.1924,0.0000,0.0000,0.0000,0.0000,0.0000,94.7744,100.3798,0.0000,0.0000,0.2110
2010,opening_day,BOS,BOS2010o15,BOS Player 15,26.2954,R/L,SP2,starter,0.0000,45.0000,-0.0287,-0.0550,-0.0511,0.0000,0.0000,0.0000,0.0000,0.0000,114.4245,109.2680,0.0000,0.0000,0.1867
